SRR868973	GSM1150727	GSE47474
SRR868974	GSM1150728	GSE47474
SRR868975	GSM1150729	GSE47474
SRR868976	GSM1150730	GSE47474
SRR868977	GSM1150731	GSE47474
SRR868978	GSM1150732	GSE47474
SRR868979	GSM1150733	GSE47474
SRR868980	GSM1150734	GSE47474
SRR868981	GSM1150735	GSE47474
SRR868982	GSM1150736	GSE47474
SRR868983	GSM1150737	GSE47474
SRR868984	GSM1150738	GSE47474
SRR868985	GSM1150739	GSE47474
SRR868986	GSM1150740	GSE47474
SRR868987	GSM1150741	GSE47474
SRR868988	GSM1150742	GSE47474
SRR868989	GSM1150743	GSE47474
SRR868990	GSM1150744	GSE47474
SRR868991	GSM1150745	GSE47474
SRR868992	GSM1150746	GSE47474
SRR868993	GSM1150747	GSE47474
SRR868994	GSM1150748	GSE47474
SRR868995	GSM1150749	GSE47474
SRR868996	GSM1150750	GSE47474
SRR868997	GSM1150751	GSE47474
SRR868998	GSM1150752	GSE47474
SRR868999	GSM1150753	GSE47474
SRR869000	GSM1150754	GSE47474
SRR869001	GSM1150755	GSE47474
SRR869002	GSM1150756	GSE47474
SRR869003	GSM1150757	GSE47474
SRR869004	GSM1150758	GSE47474
SRR869005	GSM1150759	GSE47474
SRR869006	GSM1150760	GSE47474
SRR869007	GSM1150761	GSE47474
SRR869008	GSM1150762	GSE47474
SRR869009	GSM1150763	GSE47474
SRR869010	GSM1150764	GSE47474
SRR869011	GSM1150765	GSE47474
SRR869012	GSM1150766	GSE47474
SRR869013	GSM1150767	GSE47474
SRR869014	GSM1150768	GSE47474
SRR869015	GSM1150769	GSE47474
SRR869016	GSM1150770	GSE47474
SRR869017	GSM1150771	GSE47474
SRR869018	GSM1150772	GSE47474
SRR869019	GSM1150773	GSE47474
SRR869020	GSM1150774	GSE47474
SRR869021	GSM1150775	GSE47474
SRR869022	GSM1150776	GSE47474
SRR869023	GSM1150777	GSE47474
SRR869024	GSM1150778	GSE47474
SRR869025	GSM1150779	GSE47474
SRR869026	GSM1150780	GSE47474
SRR869027	GSM1150781	GSE47474
SRR869028	GSM1150782	GSE47474
SRR869029	GSM1150783	GSE47474
SRR869030	GSM1150784	GSE47474
SRR869031	GSM1150785	GSE47474
SRR869032	GSM1150786	GSE47474
SRR869033	GSM1150787	GSE47474
SRR869034	GSM1150788	GSE47474
SRR869035	GSM1150789	GSE47474
SRR869036	GSM1150790	GSE47474
SRR869037	GSM1150791	GSE47474
SRR869038	GSM1150792	GSE47474
SRR869039	GSM1150793	GSE47474
SRR869040	GSM1150794	GSE47474
SRR869041	GSM1150795	GSE47474
SRR869042	GSM1150796	GSE47474
SRR869043	GSM1150797	GSE47474
SRR869044	GSM1150798	GSE47474
SRR869045	GSM1150799	GSE47474
SRR869046	GSM1150800	GSE47474
SRR869047	GSM1150801	GSE47474
SRR869048	GSM1150802	GSE47474
SRR869049	GSM1150803	GSE47474
SRR869050	GSM1150804	GSE47474
SRR869051	GSM1150805	GSE47474
SRR869052	GSM1150806	GSE47474
SRR869053	GSM1150807	GSE47474
SRR869054	GSM1150808	GSE47474
SRR869055	GSM1150809	GSE47474
SRR869056	GSM1150810	GSE47474
SRR869057	GSM1150811	GSE47474
SRR869058	GSM1150812	GSE47474
SRR869059	GSM1150813	GSE47474
SRR869060	GSM1150814	GSE47474
SRR869061	GSM1150815	GSE47474
SRR869062	GSM1150816	GSE47474
SRR869063	GSM1150817	GSE47474
SRR869064	GSM1150818	GSE47474
SRR869065	GSM1150819	GSE47474
SRR869066	GSM1150820	GSE47474
SRR869067	GSM1150821	GSE47474
SRR869068	GSM1150822	GSE47474
SRR869069	GSM1150823	GSE47474
SRR869070	GSM1150824	GSE47474
SRR869071	GSM1150825	GSE47474
SRR869072	GSM1150826	GSE47474
SRR869073	GSM1150827	GSE47474
SRR869074	GSM1150828	GSE47474
SRR869075	GSM1150829	GSE47474
SRR869076	GSM1150830	GSE47474
SRR869077	GSM1150831	GSE47474
SRR869078	GSM1150832	GSE47474
SRR869079	GSM1150833	GSE47474
SRR869080	GSM1150834	GSE47474
SRR869081	GSM1150835	GSE47474
SRR869082	GSM1150836	GSE47474
SRR869083	GSM1150837	GSE47474
SRR869084	GSM1150838	GSE47474
SRR869085	GSM1150839	GSE47474
SRR869086	GSM1150840	GSE47474
SRR869087	GSM1150841	GSE47474
SRR869088	GSM1150842	GSE47474
SRR869089	GSM1150843	GSE47474
SRR869090	GSM1150844	GSE47474
SRR869091	GSM1150845	GSE47474
SRR869092	GSM1150846	GSE47474
SRR869093	GSM1150847	GSE47474
SRR869094	GSM1150848	GSE47474
SRR869095	GSM1150849	GSE47474
SRR869096	GSM1150850	GSE47474
SRR869097	GSM1150851	GSE47474
SRR869098	GSM1150852	GSE47474
SRR869099	GSM1150853	GSE47474
SRR869100	GSM1150854	GSE47474
SRR869101	GSM1150855	GSE47474
SRR869102	GSM1150856	GSE47474
SRR869103	GSM1150857	GSE47474
SRR921319	GSM1173208	GSE48236
SRR921320	GSM1173209	GSE48236
SRR922252	GSM1174814	GSE48321
SRR922253	GSM1174815	GSE48321
SRR922254	GSM1174816	GSE48321
SRR922255	GSM1174817	GSE48321
SRR922256	GSM1174818	GSE48321
SRR922257	GSM1174819	GSE48321
SRR922258	GSM1174820	GSE48321
SRR922259	GSM1174821	GSE48321
SRR945964	GSM1198709	GSE49389
SRR945965	GSM1198710	GSE49389
SRR947883	GSM1200048	GSE49485
SRR947884	GSM1200049	GSE49485
SRR947885	GSM1200050	GSE49485
SRR947886	GSM1200051	GSE49485
SRR947887	GSM1200052	GSE49485
SRR948314	GSM1202314	GSE49592
SRR948315	GSM1202315	GSE49592
SRR948316	GSM1202316	GSE49592
SRR948317	GSM1202317	GSE49592
SRR948318	GSM1202318	GSE49592
SRR950430	GSM1207184	GSE49797
SRR950431	GSM1207185	GSE49797
SRR950432	GSM1207186	GSE49797
SRR950433	GSM1207187	GSE49797
SRR950434	GSM1207188	GSE49797
SRR950435	GSM1207189	GSE49797
SRR950436	GSM1207190	GSE49797
SRR950437	GSM1207191	GSE49797
SRR950438	GSM1207192	GSE49797
SRR950439	GSM1207193	GSE49797
SRR950440	GSM1207194	GSE49797
SRR954775	GSM1212702	GSE50027
SRR954776	GSM1212703	GSE50027
SRR954777	GSM1212704	GSE50027
SRR954778	GSM1212705	GSE50027
SRR954779	GSM1212706	GSE50027
SRR954780	GSM1212707	GSE50027
SRR954781	GSM1212708	GSE50027
SRR954782	GSM1212709	GSE50027
SRR954783	GSM1212710	GSE50027
SRR954784	GSM1212711	GSE50027
SRR954785	GSM1212712	GSE50027
SRR954786	GSM1212713	GSE50027
SRR954787	GSM1212714	GSE50027
SRR954788	GSM1212715	GSE50027
SRR954789	GSM1212716	GSE50027
SRR954790	GSM1212717	GSE50027
SRR954791	GSM1212718	GSE50027
SRR954792	GSM1212719	GSE50027
SRR954793	GSM1212720	GSE50027
SRR954794	GSM1212721	GSE50027
SRR954795	GSM1212722	GSE50027
SRR954796	GSM1212723	GSE50027
SRR954797	GSM1212724	GSE50027
SRR954798	GSM1212725	GSE50027
SRR954799	GSM1212726	GSE50027
SRR954800	GSM1212727	GSE50027
SRR954801	GSM1212728	GSE50027
SRR954802	GSM1212729	GSE50027
SRR954803	GSM1212730	GSE50027
SRR954804	GSM1212731	GSE50027
SRR954805	GSM1212732	GSE50027
SRR954806	GSM1212733	GSE50027
SRR954807	GSM1212734	GSE50027
SRR954808	GSM1212735	GSE50027
SRR954809	GSM1212736	GSE50027
SRR954810	GSM1212737	GSE50027
SRR954811	GSM1212738	GSE50027
SRR954812	GSM1212739	GSE50027
SRR954813	GSM1212740	GSE50027
SRR954814	GSM1212741	GSE50027
SRR954815	GSM1212742	GSE50027
SRR954816	GSM1212743	GSE50027
SRR954817	GSM1212744	GSE50027
SRR954818	GSM1212745	GSE50027
SRR954819	GSM1212746	GSE50027
SRR954820	GSM1212747	GSE50027
SRR954821	GSM1212748	GSE50027
SRR954822	GSM1212749	GSE50027
SRR955158	GSM1213660	GSE50079
SRR955159	GSM1213661	GSE50079
SRR955160	GSM1213662	GSE50079
SRR955161	GSM1213663	GSE50079
SRR955162	GSM1213664	GSE50079
SRR955163	GSM1213665	GSE50079
SRR955164	GSM1213666	GSE50079
SRR955165	GSM1213667	GSE50079
SRR955166	GSM1213668	GSE50079
SRR959406	GSM1219036	GSE50424
SRR959407	GSM1219037	GSE50424
SRR959408	GSM1219038	GSE50424
SRR959409	GSM1219039	GSE50424
SRR959410	GSM1219040	GSE50424
SRR959411	GSM1219041	GSE50424
SRR959412	GSM1219042	GSE50424
SRR959413	GSM1219043	GSE50424
SRR959414	GSM1219044	GSE50424
SRR959415	GSM1219045	GSE50424
SRR959416	GSM1219046	GSE50424
SRR959417	GSM1219047	GSE50424
SRR959418	GSM1219048	GSE50424
SRR959419	GSM1219049	GSE50424
SRR959420	GSM1219050	GSE50424
SRR959421	GSM1219051	GSE50424
SRR1041766	GSM1278047	GSE50747
SRR1041767	GSM1278048	GSE50747
SRR1041768	GSM1278049	GSE50747
SRR1041769	GSM1278050	GSE50747
SRR1041770	GSM1278051	GSE50747
SRR1041771	GSM1278052	GSE50747
SRR1041772	GSM1278053	GSE50747
SRR1041773	GSM1278054	GSE50747
SRR1041774	GSM1278055	GSE50747
SRR1041775	GSM1278056	GSE50747
SRR1041776	GSM1278057	GSE50747
SRR1041777	GSM1278058	GSE50747
SRR1067723	GSM1300229	GSE53762
SRR1067724	GSM1300230	GSE53762
SRR1067725	GSM1300231	GSE53762
SRR1067726	GSM1300232	GSE53762
SRR1067727	GSM1300233	GSE53762
SRR1067728	GSM1300234	GSE53762
SRR1067729	GSM1300235	GSE53762
SRR1067730	GSM1300236	GSE53762
SRR1067731	GSM1300237	GSE53762
SRR1067732	GSM1300238	GSE53762
SRR1067733	GSM1300239	GSE53762
SRR1067734	GSM1300240	GSE53762
SRR1067735	GSM1300241	GSE53762
SRR1067736	GSM1300242	GSE53762
SRR1067737	GSM1300243	GSE53762
SRR1067738	GSM1300244	GSE53762
SRR1067739	GSM1300245	GSE53762
SRR1067740	GSM1300246	GSE53762
SRR1103770	GSM1302237	GSE53862
SRR1103771	GSM1302238	GSE53862
SRR1103772	GSM1302239	GSE53862
SRR1103773	GSM1302240	GSE53862
SRR1103774	GSM1302241	GSE53862
SRR1103775	GSM1302242	GSE53862
SRR1103776	GSM1302243	GSE53862
SRR1103777	GSM1302244	GSE53862
SRR1103778	GSM1302245	GSE53862
SRR1103779	GSM1302246	GSE53862
SRR1103780	GSM1302247	GSE53862
SRR1103781	GSM1302248	GSE53862
SRR1103782	GSM1302249	GSE53862
SRR1103783	GSM1302250	GSE53862
SRR1103784	GSM1302251	GSE53862
SRR1103785	GSM1302252	GSE53862
SRR1103786	GSM1302253	GSE53862
SRR1103787	GSM1302254	GSE53862
SRR1103788	GSM1302255	GSE53862
SRR1103789	GSM1302256	GSE53862
SRR1103790	GSM1302257	GSE53862
SRR1103791	GSM1302258	GSE53862
SRR1103792	GSM1302259	GSE53862
SRR1103793	GSM1302260	GSE53862
SRR1103794	GSM1302261	GSE53862
SRR1103795	GSM1302262	GSE53862
SRR1103796	GSM1302263	GSE53862
SRR1103797	GSM1302264	GSE53862
SRR1103798	GSM1302265	GSE53862
SRR1103799	GSM1302266	GSE53862
SRR1103800	GSM1302267	GSE53862
SRR1103801	GSM1302268	GSE53862
SRR1103802	GSM1302269	GSE53862
SRR1103803	GSM1302270	GSE53862
SRR1103804	GSM1302271	GSE53862
SRR1103805	GSM1302272	GSE53862
SRR1103806	GSM1302273	GSE53862
SRR1103807	GSM1302273	GSE53862
SRR1103808	GSM1302273	GSE53862
SRR1103809	GSM1302273	GSE53862
SRR1103810	GSM1302273	GSE53862
SRR1103811	GSM1302273	GSE53862
SRR1119919	GSM1308536	GSE54132
SRR1119920	GSM1308537	GSE54132
SRR1119921	GSM1308538	GSE54132
SRR1119922	GSM1308539	GSE54132
SRR1119923	GSM1308540	GSE54132
SRR1119924	GSM1308541	GSE54132
SRR1119925	GSM1308542	GSE54132
SRR1119926	GSM1308543	GSE54132
SRR1145051	GSM1314625	GSE54413
SRR1145052	GSM1314626	GSE54413
SRR1145053	GSM1314627	GSE54413
SRR1145054	GSM1314628	GSE54413
SRR1145055	GSM1314629	GSE54413
SRR1145056	GSM1314630	GSE54413
SRR1145057	GSM1314631	GSE54413
SRR1145058	GSM1314632	GSE54413
SRR1145059	GSM1314633	GSE54413
SRR1145060	GSM1314634	GSE54413
SRR1145061	GSM1314635	GSE54413
SRR1145062	GSM1314636	GSE54413
SRR1145063	GSM1314637	GSE54413
SRR1145064	GSM1314638	GSE54413
SRR1145065	GSM1314639	GSE54413
SRR1145066	GSM1314640	GSE54413
SRR1145067	GSM1314641	GSE54413
SRR1145068	GSM1314642	GSE54413
SRR1145069	GSM1314643	GSE54413
SRR1145070	GSM1314644	GSE54413
SRR1145071	GSM1314645	GSE54413
SRR1145072	GSM1314646	GSE54413
SRR1145073	GSM1314647	GSE54413
SRR1145074	GSM1314648	GSE54413
SRR1159314	GSM1321560	GSE54673
SRR1159315	GSM1321560	GSE54673
SRR1159316	GSM1321561	GSE54673
SRR1159317	GSM1321561	GSE54673
SRR1159318	GSM1321562	GSE54673
SRR1159319	GSM1321562	GSE54673
SRR1159320	GSM1321563	GSE54673
SRR1159321	GSM1321563	GSE54673
SRR1159322	GSM1321564	GSE54673
SRR1159323	GSM1321564	GSE54673
SRR1159324	GSM1321565	GSE54673
SRR1159325	GSM1321565	GSE54673
SRR1159326	GSM1321566	GSE54673
SRR1159327	GSM1321566	GSE54673
SRR1159328	GSM1321567	GSE54673
SRR1159329	GSM1321567	GSE54673
SRR1159330	GSM1321568	GSE54673
SRR1159331	GSM1321568	GSE54673
SRR1159332	GSM1321569	GSE54673
SRR1159333	GSM1321569	GSE54673
SRR1159334	GSM1321570	GSE54673
SRR1159335	GSM1321570	GSE54673
SRR1159336	GSM1321571	GSE54673
SRR1159337	GSM1321571	GSE54673
SRR1169893	GSM1328469	GSE53960
SRR1169894	GSM1328469	GSE53960
SRR1169895	GSM1328470	GSE53960
SRR1169896	GSM1328470	GSE53960
SRR1169897	GSM1328471	GSE53960
SRR1169898	GSM1328471	GSE53960
SRR1169899	GSM1328472	GSE53960
SRR1169900	GSM1328472	GSE53960
SRR1169901	GSM1328473	GSE53960
SRR1169902	GSM1328473	GSE53960
SRR1169903	GSM1328474	GSE53960
SRR1169904	GSM1328474	GSE53960
SRR1169905	GSM1328475	GSE53960
SRR1169906	GSM1328475	GSE53960
SRR1169907	GSM1328476	GSE53960
SRR1169908	GSM1328476	GSE53960
SRR1169909	GSM1328477	GSE53960
SRR1169910	GSM1328477	GSE53960
SRR1169911	GSM1328478	GSE53960
SRR1169912	GSM1328478	GSE53960
SRR1169913	GSM1328479	GSE53960
SRR1169914	GSM1328479	GSE53960
SRR1169915	GSM1328480	GSE53960
SRR1169916	GSM1328480	GSE53960
SRR1169917	GSM1328481	GSE53960
SRR1169918	GSM1328481	GSE53960
SRR1169919	GSM1328482	GSE53960
SRR1169920	GSM1328482	GSE53960
SRR1169921	GSM1328483	GSE53960
SRR1169922	GSM1328483	GSE53960
SRR1169923	GSM1328484	GSE53960
SRR1169924	GSM1328484	GSE53960
SRR1169925	GSM1328485	GSE53960
SRR1169926	GSM1328485	GSE53960
SRR1169927	GSM1328486	GSE53960
SRR1169928	GSM1328486	GSE53960
SRR1169929	GSM1328487	GSE53960
SRR1169930	GSM1328487	GSE53960
SRR1169931	GSM1328488	GSE53960
SRR1169932	GSM1328488	GSE53960
SRR1169933	GSM1328488	GSE53960
SRR1169934	GSM1328489	GSE53960
SRR1169935	GSM1328489	GSE53960
SRR1169936	GSM1328490	GSE53960
SRR1169937	GSM1328490	GSE53960
SRR1169938	GSM1328491	GSE53960
SRR1169939	GSM1328491	GSE53960
SRR1169940	GSM1328492	GSE53960
SRR1169941	GSM1328492	GSE53960
SRR1169942	GSM1328493	GSE53960
SRR1169943	GSM1328493	GSE53960
SRR1169944	GSM1328494	GSE53960
SRR1169945	GSM1328494	GSE53960
SRR1169946	GSM1328495	GSE53960
SRR1169947	GSM1328495	GSE53960
SRR1169948	GSM1328496	GSE53960
SRR1169949	GSM1328496	GSE53960
SRR1169950	GSM1328497	GSE53960
SRR1169951	GSM1328497	GSE53960
SRR1169952	GSM1328498	GSE53960
SRR1169953	GSM1328498	GSE53960
SRR1169954	GSM1328498	GSE53960
SRR1169955	GSM1328499	GSE53960
SRR1169956	GSM1328499	GSE53960
SRR1169957	GSM1328500	GSE53960
SRR1169958	GSM1328500	GSE53960
SRR1169959	GSM1328501	GSE53960
SRR1169960	GSM1328501	GSE53960
SRR1169961	GSM1328502	GSE53960
SRR1169962	GSM1328502	GSE53960
SRR1169963	GSM1328503	GSE53960
SRR1169964	GSM1328503	GSE53960
SRR1169965	GSM1328504	GSE53960
SRR1169966	GSM1328504	GSE53960
SRR1169967	GSM1328505	GSE53960
SRR1169968	GSM1328505	GSE53960
SRR1169969	GSM1328506	GSE53960
SRR1169970	GSM1328506	GSE53960
SRR1169971	GSM1328507	GSE53960
SRR1169972	GSM1328507	GSE53960
SRR1169973	GSM1328508	GSE53960
SRR1169974	GSM1328508	GSE53960
SRR1169975	GSM1328509	GSE53960
SRR1169976	GSM1328509	GSE53960
SRR1169977	GSM1328510	GSE53960
SRR1169978	GSM1328510	GSE53960
SRR1169979	GSM1328511	GSE53960
SRR1169980	GSM1328511	GSE53960
SRR1169981	GSM1328512	GSE53960
SRR1169982	GSM1328512	GSE53960
SRR1169983	GSM1328513	GSE53960
SRR1169984	GSM1328513	GSE53960
SRR1169985	GSM1328513	GSE53960
SRR1169986	GSM1328514	GSE53960
SRR1169987	GSM1328514	GSE53960
SRR1169988	GSM1328515	GSE53960
SRR1169989	GSM1328515	GSE53960
SRR1169990	GSM1328516	GSE53960
SRR1169991	GSM1328516	GSE53960
SRR1169992	GSM1328517	GSE53960
SRR1169993	GSM1328517	GSE53960
SRR1169994	GSM1328518	GSE53960
SRR1169995	GSM1328518	GSE53960
SRR1169996	GSM1328518	GSE53960
SRR1169997	GSM1328519	GSE53960
SRR1169998	GSM1328519	GSE53960
SRR1169999	GSM1328520	GSE53960
SRR1170000	GSM1328520	GSE53960
SRR1170001	GSM1328521	GSE53960
SRR1170002	GSM1328521	GSE53960
SRR1170003	GSM1328522	GSE53960
SRR1170004	GSM1328522	GSE53960
SRR1170005	GSM1328523	GSE53960
SRR1170006	GSM1328523	GSE53960
SRR1170007	GSM1328524	GSE53960
SRR1170008	GSM1328524	GSE53960
SRR1170009	GSM1328525	GSE53960
SRR1170010	GSM1328525	GSE53960
SRR1170011	GSM1328526	GSE53960
SRR1170012	GSM1328526	GSE53960
SRR1170013	GSM1328527	GSE53960
SRR1170014	GSM1328527	GSE53960
SRR1170015	GSM1328528	GSE53960
SRR1170016	GSM1328528	GSE53960
SRR1170017	GSM1328529	GSE53960
SRR1170018	GSM1328529	GSE53960
SRR1170019	GSM1328530	GSE53960
SRR1170020	GSM1328530	GSE53960
SRR1170021	GSM1328531	GSE53960
SRR1170022	GSM1328531	GSE53960
SRR1170023	GSM1328532	GSE53960
SRR1170024	GSM1328532	GSE53960
SRR1170025	GSM1328533	GSE53960
SRR1170026	GSM1328533	GSE53960
SRR1170027	GSM1328533	GSE53960
SRR1170028	GSM1328534	GSE53960
SRR1170029	GSM1328534	GSE53960
SRR1170030	GSM1328535	GSE53960
SRR1170031	GSM1328535	GSE53960
SRR1170032	GSM1328536	GSE53960
SRR1170033	GSM1328536	GSE53960
SRR1170034	GSM1328537	GSE53960
SRR1170035	GSM1328537	GSE53960
SRR1170036	GSM1328538	GSE53960
SRR1170037	GSM1328538	GSE53960
SRR1170038	GSM1328539	GSE53960
SRR1170039	GSM1328539	GSE53960
SRR1170040	GSM1328540	GSE53960
SRR1170041	GSM1328540	GSE53960
SRR1170042	GSM1328541	GSE53960
SRR1170043	GSM1328541	GSE53960
SRR1170044	GSM1328542	GSE53960
SRR1170045	GSM1328542	GSE53960
SRR1170046	GSM1328543	GSE53960
SRR1170047	GSM1328543	GSE53960
SRR1170048	GSM1328544	GSE53960
SRR1170049	GSM1328544	GSE53960
SRR1170050	GSM1328545	GSE53960
SRR1170051	GSM1328545	GSE53960
SRR1170052	GSM1328546	GSE53960
SRR1170053	GSM1328546	GSE53960
SRR1170054	GSM1328547	GSE53960
SRR1170055	GSM1328547	GSE53960
SRR1170056	GSM1328548	GSE53960
SRR1170057	GSM1328548	GSE53960
SRR1170058	GSM1328549	GSE53960
SRR1170059	GSM1328549	GSE53960
SRR1170060	GSM1328550	GSE53960
SRR1170061	GSM1328550	GSE53960
SRR1170062	GSM1328551	GSE53960
SRR1170063	GSM1328551	GSE53960
SRR1170064	GSM1328552	GSE53960
SRR1170065	GSM1328552	GSE53960
SRR1170066	GSM1328553	GSE53960
SRR1170067	GSM1328553	GSE53960
SRR1170068	GSM1328554	GSE53960
SRR1170069	GSM1328554	GSE53960
SRR1170070	GSM1328555	GSE53960
SRR1170071	GSM1328555	GSE53960
SRR1170072	GSM1328556	GSE53960
SRR1170073	GSM1328556	GSE53960
SRR1170074	GSM1328557	GSE53960
SRR1170075	GSM1328557	GSE53960
SRR1170076	GSM1328557	GSE53960
SRR1170077	GSM1328558	GSE53960
SRR1170078	GSM1328558	GSE53960
SRR1170079	GSM1328559	GSE53960
SRR1170080	GSM1328559	GSE53960
SRR1170081	GSM1328560	GSE53960
SRR1170082	GSM1328560	GSE53960
SRR1170083	GSM1328561	GSE53960
SRR1170084	GSM1328561	GSE53960
SRR1170085	GSM1328562	GSE53960
SRR1170086	GSM1328562	GSE53960
SRR1170087	GSM1328563	GSE53960
SRR1170088	GSM1328563	GSE53960
SRR1170089	GSM1328564	GSE53960
SRR1170090	GSM1328564	GSE53960
SRR1170091	GSM1328565	GSE53960
SRR1170092	GSM1328565	GSE53960
SRR1170093	GSM1328566	GSE53960
SRR1170094	GSM1328566	GSE53960
SRR1170095	GSM1328567	GSE53960
SRR1170096	GSM1328567	GSE53960
SRR1170097	GSM1328568	GSE53960
SRR1170098	GSM1328568	GSE53960
SRR1170099	GSM1328569	GSE53960
SRR1170100	GSM1328569	GSE53960
SRR1170101	GSM1328570	GSE53960
SRR1170102	GSM1328570	GSE53960
SRR1170103	GSM1328571	GSE53960
SRR1170104	GSM1328571	GSE53960
SRR1170105	GSM1328572	GSE53960
SRR1170106	GSM1328572	GSE53960
SRR1170107	GSM1328573	GSE53960
SRR1170108	GSM1328573	GSE53960
SRR1170109	GSM1328574	GSE53960
SRR1170110	GSM1328574	GSE53960
SRR1170111	GSM1328575	GSE53960
SRR1170112	GSM1328575	GSE53960
SRR1170113	GSM1328576	GSE53960
SRR1170114	GSM1328576	GSE53960
SRR1170115	GSM1328577	GSE53960
SRR1170116	GSM1328577	GSE53960
SRR1170117	GSM1328578	GSE53960
SRR1170118	GSM1328578	GSE53960
