SRR741872	SRA067300	live	2016-10-28T20:10:09Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084033_r2	SRX241551	SRS1767053	SRP018715	1	34777043	1738852150	b9b7ae079e7a91751864fb2d0025cb5a	SAMN02358743	PRJNA219464	-
SRR741873	SRA067300	live	2016-10-28T20:10:00Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084034_r1	SRX241552	SRS1767052	SRP018715	1	31716744	1585837200	c424cca42247a16e7bbe134f4cc8ae36	SAMN02358752	PRJNA219464	-
SRR741874	SRA067300	live	2016-10-28T20:10:00Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084034_r2	SRX241552	SRS1767052	SRP018715	1	31716744	1585837200	afa48b4d049f78b128591917d5ec37a9	SAMN02358752	PRJNA219464	-
SRR741875	SRA067300	live	2016-10-28T20:09:51Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084035_r1	SRX241553	SRS1767051	SRP018715	1	41410348	2070517400	ab2cd574ce73c578ef31306cb8143cf2	SAMN02358753	PRJNA219464	-
SRR741876	SRA067300	live	2016-10-28T20:09:51Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084035_r2	SRX241553	SRS1767051	SRP018715	1	41410348	2070517400	0b79b440d0e9f125bceeb438ceafbc0f	SAMN02358753	PRJNA219464	-
SRR741877	SRA067300	live	2016-10-28T20:09:39Z	2014-02-13T00:26:07Z	2013-02-18T16:45:19Z	RUN	GEO	public	GSM1084036_r1	SRX241554	SRS1767049	SRP018715	1	36922315	1846115750	2863209e007f20a601d22821602cfb5b	SAMN02358744	PRJNA219464	-
SRR741878	SRA067300	live	2016-10-28T20:09:39Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084036_r2	SRX241554	SRS1767049	SRP018715	1	36922315	1846115750	f7ded0da3ed9b0c29f5657480d898919	SAMN02358744	PRJNA219464	-
SRR741879	SRA067300	live	2016-10-28T20:09:31Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084037_r1	SRX241555	SRS1767048	SRP018715	1	36412589	1820629450	00130c90b3b093e2a1a8580c6959aebf	SAMN02358746	PRJNA219464	-
SRR741880	SRA067300	live	2016-10-28T20:09:23Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084038_r1	SRX241556	SRS1767050	SRP018715	1	40902957	2045147850	d36f0cd7538bf89d9e8ac14223f9b1d9	SAMN02358749	PRJNA219464	-
SRR741881	SRA067300	live	2016-10-28T20:09:23Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084038_r2	SRX241556	SRS1767050	SRP018715	1	40902957	2045147850	9c4e9a8086e7ad60cc1baf38ecf99eee	SAMN02358749	PRJNA219464	-
SRR741882	SRA067300	live	2016-10-28T20:09:14Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084039_r1	SRX241557	SRS1767047	SRP018715	1	48917834	2445891700	ce8ec055e6eae6e61e808d20d5379b61	SAMN02358750	PRJNA219464	-
SRR741883	SRA067300	live	2016-10-28T20:09:14Z	2014-02-13T00:26:07Z	2013-02-18T16:45:20Z	RUN	GEO	public	GSM1084039_r2	SRX241557	SRS1767047	SRP018715	1	48917834	2445891700	9784c95c0b1fa6a6ba752058d1a2629c	SAMN02358750	PRJNA219464	-
SRR827498	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:13Z	RUN	GEO	public	GSM1122813_r1	SRX265395	SRS413245	SRP021090	1	30150265	6090353530	6b9bdb44cbfa362b1e62ba30b6c6cbef	SAMN02045887	PRJNA197149	-
SRR827499	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:13Z	RUN	GEO	public	GSM1122814_r1	SRX265396	SRS413244	SRP021090	1	31365363	6335803326	f0fd5e272f9ac39cb0dd1b1c189b25cd	SAMN02045888	PRJNA197149	-
SRR827500	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:14Z	RUN	GEO	public	GSM1122815_r1	SRX265397	SRS413246	SRP021090	1	31234702	6309409804	c4b3032662cae264b74364419f5171f4	SAMN02045889	PRJNA197149	-
SRR827501	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:14Z	RUN	GEO	public	GSM1122816_r1	SRX265398	SRS413248	SRP021090	1	31935431	6450957062	7cb232dfa5c593cd62d8ad7b31536c03	SAMN02045890	PRJNA197149	-
SRR827502	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:14Z	RUN	GEO	public	GSM1122817_r1	SRX265399	SRS413247	SRP021090	1	20087028	4057579656	4f22a3e4c111e6ed56d73b26187466b7	SAMN02045891	PRJNA197149	-
SRR827503	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:14Z	RUN	GEO	public	GSM1122818_r1	SRX265400	SRS413250	SRP021090	1	22511013	4547224626	67d8baa4aef924311321ab102a66235e	SAMN02045892	PRJNA197149	-
SRR827504	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:15Z	RUN	GEO	public	GSM1122819_r1	SRX265401	SRS413249	SRP021090	1	22575635	4560278270	8076c4c0ae59322a05bf5fe98218cdcf	SAMN02045893	PRJNA197149	-
SRR827505	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:15Z	RUN	GEO	public	GSM1122820_r1	SRX265402	SRS413251	SRP021090	1	39685580	8016487160	4a37710a48745d08328ec96cf2cb87f0	SAMN02045894	PRJNA197149	-
SRR827506	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:15Z	RUN	GEO	public	GSM1122821_r1	SRX265403	SRS413252	SRP021090	1	28994257	5856839914	21341253afde600c0b2db4ec0c4973a8	SAMN02045895	PRJNA197149	-
SRR827507	SRA073459	live	2014-02-06T14:25:09Z	2014-02-06T14:25:09Z	2013-04-15T17:02:15Z	RUN	GEO	public	GSM1122822_r1	SRX265404	SRS413253	SRP021090	1	30095007	6079191414	bda88717926117168988fd12b2fb57e4	SAMN02045896	PRJNA197149	-
