ENSMUSG00000038473.14	Nos1ap	70729
ENSMUSG00000038481.13	Cdk19	78334
ENSMUSG00000038482.11	Tfdp1	21781
ENSMUSG00000038485.5	Socs7	192157
ENSMUSG00000038486.9	Sv2a	64051
ENSMUSG00000038489.8	Polr2l	66491
ENSMUSG00000038491.9	Cdk19os	67587
ENSMUSG00000038495.14	Otud7b	229603
ENSMUSG00000038496.16	Slc19a3	80721
ENSMUSG00000038497.7	Tmco3	234076
ENSMUSG00000038498.3	Catsper1	225865
ENSMUSG00000038500.15	Prr3	75210
ENSMUSG00000038502.17	Ptov1	84113
ENSMUSG00000038503.15	Mesdc2	67943
ENSMUSG00000038506.13	Dcun1d2	102323
ENSMUSG00000038507.6	Parp12	243771
ENSMUSG00000038508.7	Gdf15	23886
ENSMUSG00000038510.12	Rpf2	67239
ENSMUSG00000038515.10	Grtp1	66790
ENSMUSG00000038517.15	Tbkbp1	73174
ENSMUSG00000038518.15	Jarid2	16468
ENSMUSG00000038520.15	Tbc1d17	233204
ENSMUSG00000038521.17	C1s1	50908
ENSMUSG00000038522.6	RP23-345H24.2	215929
ENSMUSG00000038523.10	RP23-109C16.3	75480
ENSMUSG00000038524.13	Fchsd1	319262
ENSMUSG00000038525.16	Armc10	67211
ENSMUSG00000038526.14	Car14	23831
ENSMUSG00000038527.9	C1rl	232371
ENSMUSG00000038528.14	RP23-345H24.1	215928
ENSMUSG00000038530.11	Rgs4	19736
ENSMUSG00000038533.15	Cbfa2t2	12396
ENSMUSG00000038534.17	Osbpl7	71240
ENSMUSG00000038535.17	Zfp280d	235469
ENSMUSG00000038537.1	Mc3r	17201
ENSMUSG00000038538.17	Ubn2	320538
ENSMUSG00000038539.15	Atf5	107503
ENSMUSG00000038540.14	Tmc3	233424
ENSMUSG00000038541.7	Srd5a2	94224
ENSMUSG00000038542.14	Pcid2	234069
ENSMUSG00000038543.13	AC092855.1	229600
ENSMUSG00000038544.14	Inip	66209
ENSMUSG00000038545.13	Cul7	66515
ENSMUSG00000038546.9	Ranbp9	56705
ENSMUSG00000038550.10	Ciart	229599
ENSMUSG00000038552.14	Fndc4	64339
ENSMUSG00000038555.7	Reep2	225362
ENSMUSG00000038560.7	Sp6	83395
ENSMUSG00000038563.14	Efl1	101592
ENSMUSG00000038564.11	Ift172	67661
ENSMUSG00000038567.5	Cyp24a1	13081
ENSMUSG00000038569.13	Rad9b	231724
ENSMUSG00000038570.15	Saxo2	330577
ENSMUSG00000038572.7	Bpifb5	228802
ENSMUSG00000038576.15	Susd4	96935
ENSMUSG00000038578.15	Susd1	634731
ENSMUSG00000038580.13	Sct	20287
ENSMUSG00000038582.15	Pptc7	320717
ENSMUSG00000038583.13	Pln	18821
ENSMUSG00000038587.9	Akap12	83397
ENSMUSG00000038591.3	Colec10	239447
ENSMUSG00000038593.18	Tctn1	654470
ENSMUSG00000038594.9	Cep85l	100038725
ENSMUSG00000038598.9	RP23-211P15.6	100155
ENSMUSG00000038599.14	Capn8	170725
ENSMUSG00000038600.12	Atp6v0a4	140494
ENSMUSG00000038602.7	Slc35f1	215085
ENSMUSG00000038604.9	Fam65a	75687
ENSMUSG00000038605.11	Samd10	229011
ENSMUSG00000038607.12	Gng10	14700
ENSMUSG00000038608.15	Dock10	210293
ENSMUSG00000038611.17	Phrf1	101471
ENSMUSG00000038612.16	Mcl1	17210
ENSMUSG00000038615.17	Nfe2l1	18023
ENSMUSG00000038618.12	Rassf7	66985
ENSMUSG00000038619.12	Ensa	56205
ENSMUSG00000038622.8	Med30	69790
ENSMUSG00000038623.9	Tm6sf1	107769
ENSMUSG00000038624.13	Nepn	66650
ENSMUSG00000038628.8	Polr3k	67005
ENSMUSG00000038630.8	Zkscan16	100041581
ENSMUSG00000038633.5	Degs1	13244
ENSMUSG00000038637.15	Lrrc56	70552
ENSMUSG00000038641.12	Akr1d1	208665
ENSMUSG00000038642.10	Ctss	13040
ENSMUSG00000038644.14	Pold1	18971
ENSMUSG00000038646.13	Fam103a1	67148
ENSMUSG00000038648.5	Creb3l2	208647
ENSMUSG00000038650.15	Rnh1	107702
ENSMUSG00000038651.15	Sycp2l	637277
ENSMUSG00000038656.5	Cyp3a16	13114
ENSMUSG00000038658.15	Ric1	226089
ENSMUSG00000038663.7	Fsd2	244091
ENSMUSG00000038664.16	Herc1	235439
ENSMUSG00000038665.15	Dgki	320127
ENSMUSG00000038668.14	Lpar1	14745
ENSMUSG00000038670.11	Mybpc2	233199
ENSMUSG00000038671.15	Arfrp1	76688
ENSMUSG00000038676.6	Ucn	22226
ENSMUSG00000038677.13	Scube3	268935
ENSMUSG00000038679.16	Trps1	83925
ENSMUSG00000038683.16	Pak1ip1	68083
ENSMUSG00000038685.18	Rtel1	269400
ENSMUSG00000038690.15	Atp5j2	57423
ENSMUSG00000038691.5	Mbd3l1	73503
ENSMUSG00000038692.8	Hoxb4	15412
ENSMUSG00000038695.13	Josd2	66124
ENSMUSG00000038696.14	Mapkap1	227743
ENSMUSG00000038697.15	Taf5l	102162
ENSMUSG00000038700.4	Hoxb5	15413
ENSMUSG00000038702.6	Dsel	319901
ENSMUSG00000038704.12	Aspdh	68352
ENSMUSG00000038705.13	Gmeb2	229004
ENSMUSG00000038708.10	Golga4	54214
ENSMUSG00000038709.14	Txndc8	67402
ENSMUSG00000038712.16	Fam63a	75007
ENSMUSG00000038717.8	Atp5l	27425
ENSMUSG00000038718.15	Pbx3	18516
ENSMUSG00000038721.8	Hoxb7	15415
ENSMUSG00000038722.17	Bud31	231889
ENSMUSG00000038725.13	Pkhd1l1	192190
ENSMUSG00000038729.23	Akap2	11641
ENSMUSG00000038732.15	Mboat1	218121
ENSMUSG00000038733.13	Wdr26	226757
ENSMUSG00000038736.10	Nudcd1	67429
ENSMUSG00000038738.15	Shank1	243961
ENSMUSG00000038740.9	Mvb12b	72543
ENSMUSG00000038742.7	Angptl6	70726
ENSMUSG00000038745.15	Nlrp6	101613
ENSMUSG00000038750.12	Omt2b	382088
ENSMUSG00000038751.5	Ptk6	20459
ENSMUSG00000038754.4	Elovl3	12686
ENSMUSG00000038756.13	Ttll6	237930
ENSMUSG00000038759.15	Nup205	70699
ENSMUSG00000038760.14	Trhr	22045
ENSMUSG00000038762.15	Abcf1	224742
ENSMUSG00000038763.12	Alpk3	116904
ENSMUSG00000038764.14	Ptpn3	545622
ENSMUSG00000038765.13	Lmx1b	16917
ENSMUSG00000038766.16	Gabpb2	213054
ENSMUSG00000038768.8	RP24-242P4.2	619326
ENSMUSG00000038770.17	Kpna7	381686
ENSMUSG00000038773.11	Kdm3b	277250
ENSMUSG00000038774.9	Ascc3	77987
ENSMUSG00000038775.14	Vill	22351
ENSMUSG00000038776.13	Ephx1	13849
ENSMUSG00000038777.19	Sema6c	20360
ENSMUSG00000038780.14	Smurf1	75788
ENSMUSG00000038781.6	Stap2	106766
ENSMUSG00000038782.6	RP23-184D18.7	70004
ENSMUSG00000038784.13	Cnot4	53621
ENSMUSG00000038791.14	Scgb3a2	117158
ENSMUSG00000038793.8	Lefty1	13590
ENSMUSG00000038797.13	Zscan2	22691
ENSMUSG00000038801.6	Scgb1c1	338417
ENSMUSG00000038803.7	Ost4	67695
ENSMUSG00000038805.10	Six3	20473
ENSMUSG00000038806.7	Sde2	208768
ENSMUSG00000038807.18	Rap1gap2	380711
ENSMUSG00000038811.13	Gngt2	14710
ENSMUSG00000038812.16	Trmt112	67674
ENSMUSG00000038816.14	Ctnnal1	54366
ENSMUSG00000038822.15	Hace1	209462
ENSMUSG00000038827.11	Fam206a	230234
ENSMUSG00000038828.13	Tmem214	68796
ENSMUSG00000038831.16	Ralgps1	241308
ENSMUSG00000038836.15	Agbl3	76223
ENSMUSG00000038838.15	Vars2	68915
ENSMUSG00000038840.7	Birc7	329581
ENSMUSG00000038843.17	Gcnt1	14537
ENSMUSG00000038844.10	Kif16b	16558
ENSMUSG00000038845.11	Phb	18673
ENSMUSG00000038848.14	Ythdf1	228994
ENSMUSG00000038855.10	Itpkb	320404
ENSMUSG00000038859.7	Baiap2l1	66898
ENSMUSG00000038860.15	Garnl3	99326
ENSMUSG00000038861.14	Pi4kb	107650
ENSMUSG00000038866.15	Zcchc2	227449
ENSMUSG00000038871.5	Bpgm	12183
ENSMUSG00000038872.10	Zfhx3	11906
ENSMUSG00000038876.12	Rnf146	68031
ENSMUSG00000038879.8	Nipal2	223473
ENSMUSG00000038880.13	Mrps34	79044
ENSMUSG00000038883.3	Prl3a1	67000
ENSMUSG00000038884.14	RP23-349D13.3	319278
ENSMUSG00000038886.10	Man2a2	140481
ENSMUSG00000038888.8	Ctu1	233189
ENSMUSG00000038891.3	Prl3b1	18776
ENSMUSG00000038893.12	Fam117a	215512
ENSMUSG00000038894.7	Irs2	384783
ENSMUSG00000038895.16	Zfp653	319601
ENSMUSG00000038900.17	Rpl12	269261
ENSMUSG00000038902.14	Pogz	229584
ENSMUSG00000038903.13	Ccdc68	381175
ENSMUSG00000038909.16	Kat7	217127
ENSMUSG00000038910.6	Plcl2	224860
ENSMUSG00000038914.15	Dido1	23856
ENSMUSG00000038916.7	Soga3	67412
ENSMUSG00000038917.4	RP23-366O14.1	665306
ENSMUSG00000038925.13	RP23-266O23.1	105418
ENSMUSG00000038930.11	Rccd1	269955
ENSMUSG00000038932.13	Tcfl5	277353
ENSMUSG00000038936.13	Sccpdh	109232
ENSMUSG00000038943.16	Prc1	233406
ENSMUSG00000038949.8	Cnst	226744
ENSMUSG00000038954.14	Supt3	109115
ENSMUSG00000038957.13	Edc3	353190
ENSMUSG00000038963.15	Slco4a1	108115
ENSMUSG00000038965.17	Ube2l3	22195
ENSMUSG00000038967.13	Pdk2	18604
ENSMUSG00000038968.3	Klk1b16	16615
ENSMUSG00000038970.7	Lmtk2	231876
ENSMUSG00000038973.2	Cldnd2	74276
ENSMUSG00000038975.14	Rabggtb	19352
ENSMUSG00000038976.12	Ppp1r9b	217124
ENSMUSG00000038980.1	Rbbp8nl	271887
ENSMUSG00000038982.10	Bloc1s5	17828
ENSMUSG00000038984.4	Tspyl5	239364
ENSMUSG00000038987.8	Cfap157	227736
ENSMUSG00000038990.14	Cables2	252966
ENSMUSG00000038991.17	Txndc5	105245
ENSMUSG00000038994.6	Hils1	54388
ENSMUSG00000038997.4	Asb17	66772
ENSMUSG00000039000.8	Ube3c	100763
ENSMUSG00000039001.12	Rps21	66481
ENSMUSG00000039004.6	Bmp6	12161
ENSMUSG00000039005.13	Tlr4	21898
ENSMUSG00000039007.10	Cpq	54381
ENSMUSG00000039013.16	Siglecf	233186
ENSMUSG00000039016.5	Timm8b	30057
ENSMUSG00000039018.15	Mtg1	212508
ENSMUSG00000039021.15	Ttc16	338348
ENSMUSG00000039031.16	Arhgap18	73910
ENSMUSG00000039032.2	Tsga13	116732
ENSMUSG00000039033.11	Tasp1	75812
ENSMUSG00000039037.5	St6galnac5	26938
ENSMUSG00000039041.15	Adrm1	56436
ENSMUSG00000039043.5	Arpin	70420
ENSMUSG00000039046.15	Usp6nl	98910
ENSMUSG00000039047.17	Pigk	329777
ENSMUSG00000039048.15	Foxred1	235169
ENSMUSG00000039050.8	Osbpl2	228983
ENSMUSG00000039055.4	Eme1	268465
ENSMUSG00000039057.11	Myo16	244281
ENSMUSG00000039058.11	Ak5	229949
ENSMUSG00000039059.11	Hrh3	99296
ENSMUSG00000039062.15	Anpep	16790
ENSMUSG00000039063.5	Echdc3	67856
ENSMUSG00000039065.11	Fam173b	68073
ENSMUSG00000039067.5	Psmd7	17463
ENSMUSG00000039068.16	Zzz3	108946
ENSMUSG00000039069.19	Mtg2	52856
ENSMUSG00000039070.5	Cpa4	71791
ENSMUSG00000039079.1	Trhr2	170732
ENSMUSG00000039081.10	Zfp503	218820
ENSMUSG00000039084.8	Chad	12643
ENSMUSG00000039086.9	Ss18l1	269397
ENSMUSG00000039087.17	Rreb1	68750
ENSMUSG00000039089.15	L3mbtl3	237339
ENSMUSG00000039092.9	Sptlc3	228677
ENSMUSG00000039095.8	En2	13799
ENSMUSG00000039096.10	Rsad1	237926
ENSMUSG00000039097.5	Rln1	19773
ENSMUSG00000039098.3	Gm9767	100040851
ENSMUSG00000039099.7	Wdr93	626359
ENSMUSG00000039100.10	March6	223455
ENSMUSG00000039103.12	Nexn	68810
ENSMUSG00000039105.6	Atp6v1g1	66290
ENSMUSG00000039106.6	Htr5a	15563
ENSMUSG00000039108.14	Lsm14b	241846
ENSMUSG00000039109.16	F13a1	74145
ENSMUSG00000039110.14	Mycbpap	104601
ENSMUSG00000039114.16	Nrn1	68404
ENSMUSG00000039115.13	Itga9	104099
ENSMUSG00000039116.6	Adgrg6	215798
ENSMUSG00000039117.16	Taf4	228980
ENSMUSG00000039126.10	Prune2	353211
ENSMUSG00000039128.13	Cdc123	98828
ENSMUSG00000039130.18	Zc3hc1	232679
ENSMUSG00000039131.15	Gipc2	54120
ENSMUSG00000039133.8	RP24-173K12.2	NONE
ENSMUSG00000039137.18	Whrn	73750
ENSMUSG00000039138.1	RP24-80C21.2	NONE
ENSMUSG00000039145.16	Camk1d	227541
ENSMUSG00000039146.5	Ifi44l	15061
ENSMUSG00000039148.4	Sart1	20227
ENSMUSG00000039153.16	Runx2	12393
ENSMUSG00000039154.7	Shd	20420
ENSMUSG00000039155.15	Cdh26	381409
ENSMUSG00000039156.19	Stim2	116873
ENSMUSG00000039157.12	Fam102a	98952
ENSMUSG00000039158.11	Akna	100182
ENSMUSG00000039159.16	Ube2h	22214
ENSMUSG00000039163.10	Cmc1	67899
ENSMUSG00000039164.2	Naif1	71254
ENSMUSG00000039166.16	Akap7	432442
ENSMUSG00000039167.11	Adgrl4	170757
ENSMUSG00000039168.15	Dap	223453
ENSMUSG00000039174.14	RP24-332L11.1	NONE
ENSMUSG00000039176.17	Polg	18975
ENSMUSG00000039178.9	Tbc1d19	67249
ENSMUSG00000039179.13	Tekt5	70426
ENSMUSG00000039182.6	RP23-5A19.7	105351
ENSMUSG00000039183.5	Nubp2	26426
ENSMUSG00000039187.16	Fanci	208836
ENSMUSG00000039191.12	Rbpj	19664
ENSMUSG00000039193.7	Nlrc4	268973
ENSMUSG00000039194.16	Rlbp1	19771
ENSMUSG00000039195.4	RP23-161B9.10	73737
ENSMUSG00000039196.2	Orm1	18405
ENSMUSG00000039197.10	Adk	11534
ENSMUSG00000039198.8	Ptchd3	74675
ENSMUSG00000039199.6	Zdhhc1	70796
ENSMUSG00000039200.16	Atf7ip2	75329
ENSMUSG00000039201.9	Tbc1d25	209815
ENSMUSG00000039202.12	Abhd2	54608
ENSMUSG00000039205.16	Ciz1	68379
ENSMUSG00000039206.13	Daglb	231871
ENSMUSG00000039208.15	Metrnl	210029
ENSMUSG00000039209.12	Rpl39l	68172
ENSMUSG00000039210.16	Gpatch2	67769
ENSMUSG00000039215.5	Svs1	243377
ENSMUSG00000039217.13	Il18	16173
ENSMUSG00000039218.16	Srrm2	75956
ENSMUSG00000039219.18	Arid4b	94246
ENSMUSG00000039220.16	Ppp1r10	52040
ENSMUSG00000039221.10	Rpl22l1	68028
ENSMUSG00000039224.1	D1Pas1	110957
ENSMUSG00000039230.14	Tbcd	108903
ENSMUSG00000039231.18	Suv39h1	20937
ENSMUSG00000039232.12	Stx11	74732
ENSMUSG00000039233.12	Tbce	70430
ENSMUSG00000039234.11	Sec24d	69608
ENSMUSG00000039236.18	Isg20	57444
ENSMUSG00000039238.6	Zfp750	319530
ENSMUSG00000039239.14	Tgfb2	21808
ENSMUSG00000039242.10	B3galnt2	97884
ENSMUSG00000039244.10	AC123686.4	231868
ENSMUSG00000039246.8	Lyplal1	226791
ENSMUSG00000039252.11	Lgi2	246316
ENSMUSG00000039253.7	Fn3krp	238024
ENSMUSG00000039254.16	Pomt1	99011
ENSMUSG00000039257.11	Vstm2b	58188
ENSMUSG00000039262.16	Prrc2b	227723
ENSMUSG00000039263.16	Npepl1	228961
ENSMUSG00000039264.9	Gimap3	83408
ENSMUSG00000039269.5	RP23-38P5.10	69542
ENSMUSG00000039270.9	Megf9	230316
ENSMUSG00000039275.9	Foxk2	68837
ENSMUSG00000039278.10	Pcsk1n	30052
ENSMUSG00000039285.12	Azi2	27215
ENSMUSG00000039286.12	Fndc3b	72007
ENSMUSG00000039294.14	RP23-349B15.4	217370
ENSMUSG00000039296.15	Spdye4a	74673
ENSMUSG00000039298.16	Cdk5rap2	214444
ENSMUSG00000039304.11	Tnfsf10	22035
ENSMUSG00000039307.16	Hexdc	238023
ENSMUSG00000039308.6	Ndst2	17423
ENSMUSG00000039313.14	RP23-407B23.1	209743
ENSMUSG00000039315.15	Clnk	27278
ENSMUSG00000039316.14	Rftn1	76438
ENSMUSG00000039318.12	Rab3gap2	98732
ENSMUSG00000039321.1	Uts2r	217369
ENSMUSG00000039323.18	Igfbp2	16008
ENSMUSG00000039328.11	Rnf122	68867
ENSMUSG00000039329.8	Tex19.1	73679
ENSMUSG00000039330.4	Tsga10ip	78306
ENSMUSG00000039335.11	Spata16	70862
ENSMUSG00000039337.3	Tex19.2	70956
ENSMUSG00000039339.3	2010001E11Rik	NONE
ENSMUSG00000039342.5	Ankar	319695
ENSMUSG00000039345.16	Mettl22	239706
ENSMUSG00000039347.7	Atp6v0e2	76252
ENSMUSG00000039349.5	AC131992.1	226777
ENSMUSG00000039354.16	Smarcal1	54380
ENSMUSG00000039356.15	Exosc2	227715
ENSMUSG00000039357.2	Fut11	73068
ENSMUSG00000039358.3	Drd5	13492
ENSMUSG00000039361.11	Picalm	233489
ENSMUSG00000039364.13	Sectm1b	58210
ENSMUSG00000039367.11	Sec24c	218811
ENSMUSG00000039372.5	March4	381270
ENSMUSG00000039375.16	Wdr17	244484
ENSMUSG00000039376.13	Synpo2l	68760
ENSMUSG00000039377.7	Hlx	15284
ENSMUSG00000039382.12	Wdr45	54636
ENSMUSG00000039384.8	Dusp10	63953
ENSMUSG00000039385.5	Cdh6	12563
ENSMUSG00000039391.11	Ccdc81	70884
ENSMUSG00000039395.8	Mreg	381269
ENSMUSG00000039396.11	Neil3	234258
ENSMUSG00000039405.7	Prss23	76453
ENSMUSG00000039410.16	Prdm16	70673
ENSMUSG00000039414.9	Heatr5b	320473
ENSMUSG00000039419.17	Cntnap2	66797
ENSMUSG00000039427.14	Alg1	208211
ENSMUSG00000039428.11	Tmem135	72759
ENSMUSG00000039431.16	Mtmr7	54384
ENSMUSG00000039438.7	Ttc36	192653
ENSMUSG00000039449.14	Prpf18	67229
ENSMUSG00000039450.11	Dcxr	67880
ENSMUSG00000039452.6	Snx22	382083
ENSMUSG00000039456.10	Morc3	338467
ENSMUSG00000039457.4	Ppl	19041
ENSMUSG00000039458.15	Mtmr12	268783
ENSMUSG00000039461.12	Tcta	102791
ENSMUSG00000039462.4	Col10a1	12813
ENSMUSG00000039463.14	Slc9a8	77031
ENSMUSG00000039470.15	Zdhhc2	70546
ENSMUSG00000039473.8	Ubn1	170644
ENSMUSG00000039474.13	Wfs1	22393
ENSMUSG00000039476.13	Prrx2	20204
ENSMUSG00000039477.16	Tnrc18	231861
ENSMUSG00000039478.15	Micu3	78506
ENSMUSG00000039480.14	Nt5dc1	319638
ENSMUSG00000039481.5	Nrtn	18188
ENSMUSG00000039483.10	Asb6	72323
ENSMUSG00000039485.8	Tspyl4	72480
ENSMUSG00000039488.15	Cntn5	244682
ENSMUSG00000039492.7	Ccdc27	381580
ENSMUSG00000039496.8	Cdnf	227526
ENSMUSG00000039497.8	Dse	212898
ENSMUSG00000039501.14	Znfx1	98999
ENSMUSG00000039508.6	Fam26d	270711
ENSMUSG00000039509.8	Nup133	234865
ENSMUSG00000039512.11	Uhrf1bp1	224648
ENSMUSG00000039515.11	Ppp2r4	110854
ENSMUSG00000039518.7	Cdsn	386463
ENSMUSG00000039519.6	Cyp7b1	13123
ENSMUSG00000039521.12	Foxp3	20371
ENSMUSG00000039523.16	Cep104	230967
ENSMUSG00000039529.8	Atp8b1	54670
ENSMUSG00000039530.17	Tusc3	80286
ENSMUSG00000039531.8	Zufsp	72580
ENSMUSG00000039533.8	Mmd2	75104
ENSMUSG00000039536.16	Stau1	20853
ENSMUSG00000039539.13	Sgcz	244431
ENSMUSG00000039540.8	4921524L21Rik	70901
ENSMUSG00000039542.16	Ncam1	17967
ENSMUSG00000039543.16	Cfap70	76670
ENSMUSG00000039545.15	Ppp1r3fos	78185
ENSMUSG00000039546.9	Ajap1	230959
ENSMUSG00000039552.14	Rsph4a	212892
ENSMUSG00000039555.13	Cylc2	74914
ENSMUSG00000039556.16	Ppp1r3f	54646
ENSMUSG00000039563.6	AC131803.2	76710
ENSMUSG00000039568.6	Ubald1	207740
ENSMUSG00000039577.17	Nphp4	260305
ENSMUSG00000039578.17	Ccser1	232035
ENSMUSG00000039579.15	Grin3a	242443
ENSMUSG00000039585.15	Myo9a	270163
ENSMUSG00000039599.16	Fam149b	105428
ENSMUSG00000039601.16	Rcan2	53901
ENSMUSG00000039607.15	Rbms3	207181
ENSMUSG00000039608.6	Olfr303	258612
ENSMUSG00000039611.2	Tmem246	67063
ENSMUSG00000039615.8	Stub1	56424
ENSMUSG00000039616.9	Mocos	68591
ENSMUSG00000039617.8	AC123647.1	NONE
ENSMUSG00000039620.17	AC168051.1	319582
ENSMUSG00000039621.13	Prex1	277360
ENSMUSG00000039623.13	Ap5z1	231855
ENSMUSG00000039628.8	Hs3st6	328779
ENSMUSG00000039629.14	Strip2	320609
ENSMUSG00000039630.10	Hnrnpu	51810
ENSMUSG00000039632.13	Ccdc151	77609
ENSMUSG00000039633.6	Lonrf1	244421
ENSMUSG00000039634.12	Zfp189	230162
ENSMUSG00000039637.15	Coro7	78885
ENSMUSG00000039639.7	Kcne1	16509
ENSMUSG00000039640.7	Mrpl12	56282
ENSMUSG00000039646.5	Vasn	246154
ENSMUSG00000039648.14	Ccbl1	70266
ENSMUSG00000039652.16	Cpeb3	208922
ENSMUSG00000039653.9	Baat	12012
ENSMUSG00000039656.16	Rxrb	20182
ENSMUSG00000039660.16	D2Wsu81e	227695
ENSMUSG00000039661.14	Dusp26	66959
ENSMUSG00000039662.16	Icmt	57295
ENSMUSG00000039670.2	Oxld1	66431
ENSMUSG00000039671.18	Zmynd8	228880
ENSMUSG00000039672.12	Kcne2	246133
ENSMUSG00000039676.4	Capsl	75568
ENSMUSG00000039678.12	Tbc1d13	70296
ENSMUSG00000039680.10	Mrps6	121022
ENSMUSG00000039682.12	Lap3	66988
ENSMUSG00000039683.16	Sdk1	330222
ENSMUSG00000039684.9	RP24-86H7.2	NONE
ENSMUSG00000039686.14	Zer1	227693
ENSMUSG00000039691.10	Tspan10	208634
ENSMUSG00000039693.11	Msantd3	66665
ENSMUSG00000039697.16	Ncoa7	211329
ENSMUSG00000039699.13	Batf2	74481
ENSMUSG00000039701.11	Usp53	99526
ENSMUSG00000039703.15	Nploc4	217365
ENSMUSG00000039704.7	Lmbrd2	320506
ENSMUSG00000039706.11	Ldb2	16826
ENSMUSG00000039710.14	Slc7a12	140918
ENSMUSG00000039713.16	Plekhg5	269608
ENSMUSG00000039714.9	Cplx3	235415
ENSMUSG00000039715.8	Wdr34	71820
ENSMUSG00000039716.12	Dock3	208869
ENSMUSG00000039717.16	Ralyl	76897
ENSMUSG00000039720.7	Got1l1	76615
ENSMUSG00000039725.6	Trp53rka	381406
ENSMUSG00000039728.15	Slc6a5	104245
ENSMUSG00000039735.15	Fnbp1l	214459
ENSMUSG00000039737.11	Prkrip1	66801
ENSMUSG00000039738.16	Slx4	52864
ENSMUSG00000039740.6	Alg2	56737
ENSMUSG00000039741.15	Bahcc1	268515
ENSMUSG00000039742.15	Fam71f1	330277
ENSMUSG00000039745.8	Htatip2	53415
ENSMUSG00000039747.11	Orai2	269717
ENSMUSG00000039748.11	Exo1	26909
ENSMUSG00000039753.16	Fbxl5	242960
ENSMUSG00000039754.10	Alkbh4	72041
ENSMUSG00000039756.12	Dnttip2	99480
ENSMUSG00000039759.10	Thap3	69876
ENSMUSG00000039760.8	Il22ra2	237310
ENSMUSG00000039763.10	Dnajc28	246738
ENSMUSG00000039765.15	Cc2d2a	231214
ENSMUSG00000039768.16	Dnajc11	230935
ENSMUSG00000039770.5	Ypel5	383295
ENSMUSG00000039771.13	Polr2j	20022
ENSMUSG00000039774.12	Galnt12	230145
ENSMUSG00000039775.7	Defb3	27358
ENSMUSG00000039781.14	Cep131	12009
ENSMUSG00000039782.14	Cpeb2	231207
ENSMUSG00000039783.15	Kmo	98256
ENSMUSG00000039785.5	Defb5	81007
ENSMUSG00000039787.13	Cercam	99151
ENSMUSG00000039789.7	Zfp597	71063
ENSMUSG00000039795.14	Zfand1	66361
ENSMUSG00000039798.2	RP23-443G7.2	NONE
ENSMUSG00000039801.7	AC158971.1	73692
ENSMUSG00000039804.15	Ncoa5	228869
ENSMUSG00000039809.10	Gabbr2	242425
ENSMUSG00000039810.11	Zc3h10	103284
ENSMUSG00000039813.14	Tbc1d2	381605
ENSMUSG00000039814.15	Xkr5	319581
ENSMUSG00000039824.4	Myl6b	216459
ENSMUSG00000039826.13	Trub2	227682
ENSMUSG00000039828.7	Wdr70	545085
ENSMUSG00000039830.9	Olig2	50913
ENSMUSG00000039831.16	Arhgap29	214137
ENSMUSG00000039834.17	Zfp335	329559
ENSMUSG00000039835.16	Nhsl1	215819
ENSMUSG00000039838.11	Slc45a1	242773
ENSMUSG00000039840.7	Epg5	100502841
ENSMUSG00000039841.14	Zfp800	627049
ENSMUSG00000039842.15	Mcph1	244329
ENSMUSG00000039844.19	Rapgef1	107746
ENSMUSG00000039849.5	Pcif1	228866
ENSMUSG00000039850.16	Endov	338371
ENSMUSG00000039851.11	RP24-104I20.2	74387
ENSMUSG00000039852.17	Rere	68703
ENSMUSG00000039853.18	Trim14	74735
ENSMUSG00000039860.19	Srrm3	58212
ENSMUSG00000039865.8	Slc44a3	213603
ENSMUSG00000039873.4	Neurl2	415115
ENSMUSG00000039878.13	Slc39a5	72002
ENSMUSG00000039879.9	Heca	380629
ENSMUSG00000039883.5	Lrrc17	74511
ENSMUSG00000039886.8	Tmem120a	215210
ENSMUSG00000039887.11	Alg14	66789
ENSMUSG00000039891.6	Txlnb	378431
ENSMUSG00000039899.5	Fgl2	14190
ENSMUSG00000039901.9	9130011E15Rik	71617
ENSMUSG00000039903.17	Eva1c	70967
ENSMUSG00000039904.9	Gpr37	14763
ENSMUSG00000039908.14	Slc26a11	268512
ENSMUSG00000039910.10	Cited2	17684
ENSMUSG00000039911.13	Spsb1	74646
ENSMUSG00000039913.12	Pak7	241656
ENSMUSG00000039914.6	Coq10a	210582
ENSMUSG00000039917.10	Rhbdd2	215160
ENSMUSG00000039929.14	Urb1	207932
ENSMUSG00000039934.12	Gsap	212167
ENSMUSG00000039936.18	Pik3cd	18707
ENSMUSG00000039942.15	Ptger4	19219
ENSMUSG00000039943.16	Plcb4	18798
ENSMUSG00000039952.15	Dag1	13138
ENSMUSG00000039953.13	Clstn1	65945
ENSMUSG00000039954.8	Stk32a	269019
ENSMUSG00000039956.9	Mrap	77037
ENSMUSG00000039958.17	Mettl20	320204
ENSMUSG00000039959.13	Hip1	215114
ENSMUSG00000039960.5	Rhou	69581
ENSMUSG00000039962.3	Olfr906	258799
ENSMUSG00000039963.18	Ccdc40	207607
ENSMUSG00000039967.14	Zfp292	30046
ENSMUSG00000039968.9	Rsbn1l	242860
ENSMUSG00000039976.4	Tbc1d16	207592
ENSMUSG00000039977.16	Deup1	234964
ENSMUSG00000039981.6	Zc3h12d	237256
ENSMUSG00000039982.7	Dtx4	207521
ENSMUSG00000039983.13	Ccdc32	269336
ENSMUSG00000039985.14	Fam60a	56306
ENSMUSG00000039987.15	Phtf2	68770
ENSMUSG00000039988.14	Ankrd13c	433667
